id;titulo;descripcion;nombre;patrocinador
66828;How to be a good ancestor;"Our descendants own the future, but the decisions and actions we make now will tremendously impact generations to come, says philosopher Roman Krznaric. From a global campaign to grant legal personhood to nature to a groundbreaking lawsuit by a coalition of young activists, Krznaric shares examples of ways we can become good ancestors -- or, as he calls them, ""Time Rebels"" -- and join a movement redefining lifespans, pursuing intergenerational justice and practicing deep love for the planet.";2;
67898;An Indigenous Mixtape from Lima, Peru;"Meet Liberato Kani, a hip hop artist in Lima, Peru -- or as he says, ""the Andean Bronx"". At his concerts, a typical call and response you hear is ""Quechua es resistencia"": Quechua is resistance. Though Quechua is spoken by nearly ten million people, Peru's native language is at risk of dying off because of anti-indigenous prejudice. Liberato and other musicians like Renata Flores are here to save it -- and restore a country's pride while they're at it (Audio only). See more podcasts from the TED Audio Collective at ted.com/podcasts";2;
67043;Why children stay silent following sexual violence;Sexual assault is never the victim's fault, says advocate Kristin Jones. In this courageous talk, she tells her story of overcoming the shame that followed sexual abuse as a teenager -- and shares how parents can foster an open conversation about abuse to empower kids and encourage them to ask for help. (This talk contains mature content.);2;13
67588;The hidden treasures of Timbuktu;On the edge of the vast Sahara desert, citizens snuck out of the city of Timbuktu and took to the wilderness. They buried chests in the desert sand, hid them in caves, and sealed them in secret rooms. Inside these chests was a treasure more valuable than gold: the city's ancient books. Why were they hiding these priceless manuscripts? Elizabeth Cox digs into the literary tradition of Timbuktu. [Directed by AIM Creative Studios, narrated by Bethany Cutmore-Scott, music by Andr«∏ Aires].;2;
67427;Could CBD help opioid users overcome addiction?;Could CBD, a chemical compound found in the cannabis plant, help treat opioid addiction? Neuroscientist Yasmin Hurd discusses why current treatment strategies, such as methadone, aren't enough to end the opioid epidemic -- and shares how CBD could help reduce the cravings and anxiety associated with drug use and relapse, potentially providing a new, safe and nonaddictive therapy.;2;
67592;Which type of milk is best for you?;If you go to the store in search of milk, there are a dizzying number of products to choose from. There's dairy milk, but also plant-based products such as almond, soy, and oat milks. So which milk is actually best for you? And which uses the fewest resources and produces the least pollution? Jonathan J. O'Sullivan and Grace E. Cunningham dive into some of the most popular milks to find out. [Directed by Anton Bogaty, narrated by Addison Anderson, music by Stephen LaRosa].;2;
66966;Apple's promise to be carbon neutral by 2030;Under the leadership of Lisa Jackson, Apple's environment and social VP and former head of the EPA, the company is already carbon neutral within their own corporate and retail boundaries. By 2030, Apple hopes to extend carbon neutrality to their supply chain and consumers. In conversation with urbanist and spatial justice activist∂ˇLiz Ogbu, Jackson shares thoughts on leadership, tech, the environment and building a green economy.;2;
66939;How businesses can serve everyone, not just shareholders;Companies worldwide are pledging to play a more meaningful role in the well-being of their employees, customers and the environment. How can they turn their promises into action? From creating a representative boardroom to committing to measurable sustainability goals, business leader Dame Vivian Hunt discusses the necessary changes companies can make to embrace stakeholder capitalism -- and shares how it could change business for good.;2;
67478;Could we harness the power of a black hole?;Imagine a distant future when humans reach beyond Earth, forge cities on planets thousands of light-years away, and maintain a galactic web of trade and transport. What would it take to make that leap? And where would we get enough energy to power that civilization? Fabio Pacucci explores the possibility of harnessing energy from a black hole to power a galactic civilization. [Directed by TOTEM Studio, narrated by Addison Anderson, music by Stephen LaRosa].;2;
66945;Amazon's climate pledge to be net-zero by 2040;In 2019, Amazon signed the Climate Pledge, a commitment to become a net-zero carbon business by 2040. Dave Clark, Amazon's chief of consumer retail, and Kara Hurst, head of the company's sustainability efforts, sit down with entrepreneur and activist Lindsay Levin to discuss how the company is planning to reduce its carbon footprint across all aspects of business -- while inviting other companies to join them in this transformation.;2;
67188;The secret to being a successful freelancer;Too often, freelancers are told they have to choose between being creative or making money. Financial expert Paco de Leon debunks this thinking -- and gives practical advice on how you can set yourself apart and get paid what you deserve.;2;
66940;"The race to a zero-emission world starts now	";"""If we don't act now on climate change, this coming century may be one of humanity's last,"" says Ant«¸nio Guterres, Secretary-General of the United Nations. As the world recovers from the COVID-19 pandemic, Guterres urges us to use this moment to rebuild with ambitious climate action in mind -- and lays out a blueprint for getting companies, governments and countries to reach net-zero carbon emissions by 2050. ""We can only win the race to zero together,"" he says. ""I urge you all to get on board.""";2;
66950;The global movement to restore nature's biodiversity;Biodiversity is the key to life on Earth and reviving our damaged planet, says ecologist Thomas Crowther. Sharing the inside story of his headline-making research on reforestation, which led to the UN's viral Trillion Trees Campaign, Crowther introduces Restor: an expansive, informative platform built to enable anyone, anywhere to help restore the biodiversity of Earth's ecosystems.;2;
66357;"Make your actions on climate reflect your words	";"""History has shown us that in moments of crisis, society can truly transform,"" says environmental educator Severn Cullis-Suzuki. Nearly 30 years ago, at just 12 years old, she spoke at the UN's Earth Summit in hopes of reversing the planet's slide into ecological disaster. Some at the summit listened and took radical action, but for the rest of the world, it was business, politics and full-steam-ahead economic growth. Now, Cullis-Suzuki shares another warning about the future, this time informed by the COVID-19 crisis -- and urges us all to make our actions on climate change reflect our words.";2;
66962;Countdown Session 5: Action (Full session);It's time to take action. This closing session of the Countdown Global Launch explores the road ahead: How to think urgently and long-term about climate change. How to take into account the interests of future generations in today's decisions. How we as individuals, communities and organizations can contribute to shaping a better future. Session 5, hosted by Priyanka Chopra Jonas and Chris Hemsworth, features Roman Krznaric, Sophie Howe, Lisa Jackson, Liz Ogbu Pope Francis, Andri Sn«›r Magnason, Cynthia Erivo and Gary Motley.;2;
67192;Countdown Session 4: Transformation (Full session);The world around us is mainly made of two things: nature and the materials that we extract from it. To fight climate change, we need to protect and regenerate nature and transform materials into low- or zero-carbon alternatives. Session 4 of the Countdown Global Launch, hosted by Prajakta Koli and Hannah Stocking, features Thomas Crowther, Ernestine Leikeki Sevidzem, Brent Loken, John Doerr, Hal Harvey, Karen Scrivener, Tom Schuler, Rahwa Ghirmatzion, Zelalem Adefris, Prince William and Sigrid.;2;
66963;Countdown Session 3: Transformation (Full session);Transforming big systems is a huge task. Energy, transportation, industry and infrastructure all pose their own challenges. And yet that transformation is already happening. Session 3 of the Countdown Global Launch, hosted by Jane Fonda and Xiye Bastida, features Varun Sivaram, Myles Allen, Rose M. Mutiso, Monica Araya, Al Gore, Gloria Kasang Bulus, Nana Firman, Ximena Lor«a, Tim Guinee, Stephen Wilkes, Raye Zaragoza and Yemi Alade.;2;
66650;Countdown Session 2: Leadership (Full session);The climate crisis demands leadership at every level. Governments, cities and businesses are three key players in designing and implementing the necessary transition -- and putting climate back on the political and social agenda. Session 2 of the Countdown Global Launch, hosted by Al Gore and Jaden Smith, features Severn Cullis-Suzuki, Ursula von der Leyen, Olafur Eliasson, Rebecca Henderson, Elif Shafak, Jesper Brodin, Pia Heidenmark Cook, Dave Clark, Kara Hurst, Aparna Nancherla, Carlos Moreno, Yvonne Aki-Sawyerr and Yemi Alade.;2;
66840;Countdown Session 1: Urgency (Full session);Launching Countdown means asking big questions: What's the state of the climate today? What does climate science know? How are we going to achieve a net-zero future? How do we center climate justice in our work? This opening session of the Countdown Global Launch, hosted by Mark Ruffalo and Don Cheadle, features Johan Rockstr«Ùm, Angel Hsu, Ant«¸nio Guterres, David Lammy, Christiana Figueres and Prince Royce.;2;
67426;Post-Pandemic Paradise in Rapa Nui;What happens to a tourist paradise when no one shows up to visit? Rapa Nui, known to many as Easter Island, typically welcomes more than 120,000 visitors each yearÉ??which is a lot for a place with only 10,000 residents. After COVID-19 shuts down flights to this remote island, citizens reimagine what their lives, their livelihood, and their home can be without tourismÉ??and dream of what a post-pandemic paradise economy might look like. (Audio Only);2;
67384;The rise and fall of history's first empire;History's first empire rose out of a hot, dry landscape, without rainfall to nourish crops, without trees or stones for building. In spite of all this, its inhabitants built the world's first cities, with monumental architecture and large populationsÉ?? and they built them entirely out of mud. Soraya Field Fiorio details the rise and fall of the Sumerian empire. [Directed by Tom«≠s Pichardo-Espaillat, narrated by Susan Zimmerman, music by Cem Misirlioglu and Mikey Coltun].;2;
66925;10 years to transform the future of humanity -- or destabilize the planet;"""For the first time, we are forced to consider the real risk of destabilizing the entire planet,"" says climate impact scholar Johan Rockstr«Ùm. In a talk backed by vivid animations of the climate crisis, he shows how nine out of the 15 big biophysical systems that regulate the climate -- from the permafrost of Siberia to the great forests of the North to the Amazon rainforest -- are at risk of reaching tipping points, which could make Earth uninhabitable for humanity. Hear his plan for putting the planet back on the path of sustainability over the next 10 years -- and protecting the future of our children.";2;
66943;Europe's plan to become the first carbon-neutral continent;With the ambitious goal of becoming the first carbon-neutral continent by 2050, the European Union has committed to creating a greener world for future generations. In this bold talk, Ursula von der Leyen, President of the European Commission, details the challenges and opportunities that come with transitioning an entire continent to clean energy -- and shows why fixing climate change calls for everyone to take action.;2;
67243;Can you solve the riddle and escape Hades?;The underworld is overcrowded, and Zeus has ordered Hades to let some spirits out. Hades arranges all the souls of the dead in a line before Cerberus. When one of his three heads bites down on the soul in front of it, they'll get returned to the land of the living. Anyone to the left must stay in Hades forever. Can you pick the right spot and escape the underworld? Dan Finkel shows how. [Directed by Artrake Studio, narrated by Addison Anderson].;2;
66907;Climate justice can't happen without racial justice;Why has there been so little mention of saving Black lives from the climate emergency? For too long, racial justice efforts have been distinguished from climate justice work, says David Lammy, Member of Parliament for Tottenham, England. In a stirring talk about building a new movement to care for the planet, Lammy calls for inclusion and support of Black and minority leadership on climate issues and a global recognition that we can't solve climate change without racial, social and intergenerational justice.;2;
66648;How cities are detoxing transportation;People around the world are demanding clean air -- and cities are starting to respond, says electrification advocate Monica Araya. She takes us on a world tour of urban areas that are working to fully electrify their transportation systems over the next decade, shifting to emission-free motorcycles, cars, buses, ferries and beyond. See what a future without the internal combustion engine could look like -- and what it will take to get there.;2;
66733;This decade calls for Earthshots to repair our planet;"""We start this new decade knowing that it is the most consequential period in history,"" says Prince William, The Duke of Cambridge. Inspired by President John F. Kennedy's ""Moonshot,"" he calls on us all to rise to our greatest challenge ever: the ""Earthshot."" A set of ambitious objectives for the planet, the Earthshot goals seek to protect and restore nature, clean the air, revive oceans, build a waste-free world and fix the climate -- all in the next decade. To do it, we'll need people in all corners of the globe working together with urgency, creativity and the belief that it is possible to repair the Earth.";2;
67078;Our moral imperative to act on climate change -- and 3 steps we can take;"The global climate crisis will require us to transform the way we act, says His Holiness Pope Francis. Delivering a visionary TED Talk from Vatican City, the spiritual leader proposes three courses of action to address the world's growing environmental problems and economic inequalities, illustrating how all of us can work together, across faiths and societies, to protect the Earth and promote the dignity of everyone. ""The future is built today,"" he says. ""And it is not built in isolation, but rather in community and in harmony."" (In Italian with subtitles. Watch this talk in English at go.ted.com/popefrancis20 and Spanish at go.ted.com/papafrancisco)";6;
67186;3 steps to stop remote work burnout;Too much screen time, too many video calls and too few boundaries make working from home hard for all of us. Podcast host and writer Morra Aarons-Mele shares honest advice on what you can learn from the introverts in your life about protecting your energy and your limits.;2;
84370;Countdown Global Launch 2020;This virtual event, streamed live on 10.10.2020, is the Global Launch of Countdown, an initiative to accelerate solutions to the climate crisis. Watch five curated sessions packed with more than 50 speakers, activists, actors and musicians, who share actionable and science-backed ideas, paired with moments of wonder, inspiration and optimism.;2;
67236;"""What a Wonderful World""";"In a moment of musical beauty that calls for reflection, actor and performer Cynthia Erivo sings a moving rendition of Louis Armstrong's ""What a Wonderful World,"" accompanied by pianist Gary Motley. With her words and voice, Erivo urges us all to do better for the Earth and the generations to come.";2;
67242;Why act now?;A brief answer to one of the key questions about climate change: Why act now? (Written by Myles Allen, David Biello and George Zaidan);2;
66953;"""Home to You"" / ""Don't Kill My Vibe""";"In front of a stunning forest lake, singer-songwriter Sigrid invites us to listen to uplifting vocals, warm guitar strums and delicate melodies as she performs her songs ""Don't Kill My Vibe"" and ""Home to You.""";2;
67189;"Can we create the ""perfect"" farm?";About 10,000 years ago, humans began to farm. This agricultural revolution was a turning point in our history and enabled the existence of civilization. Today, nearly 40 percent of our planet is farmland. Spread all over the world, these lands are the pieces to a global puzzle we're all facing: in the future, how can we feed every member of a growing population a healthy diet? Brent Loken investigates. [Directed by Hype CG, narrated by Jack Cutmore-Scott, music by Gabriel Maia].;2;
66951;"A ""forest generation"" living in harmony with nature";We need to care for and live in harmony with the environment, says climate and gender activist Ernestine Leikeki Sevidzem. The best way to do that? Nurture a forest generation: one that learns to protect nature. Sevidzem shares how she's educating both children and adults in her native Cameroon on what it means to love and preserve the Earth -- and calls for all of us to foster generations that will inherit a mindset that works with nature, not against it.;2;
66947;"""True Love"" / ""Africa""";"Afropop artist and UN Goodwill Ambassador Yemi Alade is known for her electrifying stagecraft and edgy style. She performs ""True Love,"" an energetic song about forgetting sorrow and finding optimism, followed by ""Africa,"" a ballad celebrating love of home.";2;
66964;"""Fight For You""";"Folk singer-songwriter Raye Zaragoza performs ""Fight For You,"" a song she wrote during the Water Protectors movement at Standing Rock, and dedicates it to all who stand up for the environment and care for the Earth.";2;
67240;Where does all the carbon we release go?;A brief answer to one of the key questions about climate change: Where does all the carbon we release go? (Written by Myles Allen, David Biello and George Zaidan);2;
67241;Why is 1.5 degrees such a big deal?;A brief answer to one of the key questions about climate change: Why is 1.5 degrees such a big deal? (Written by Myles Allen, David Biello and George Zaidan);2;
66949;The joy of taking out the trash;"Comedian Aparna Nancherla loves to take out the trash. In this funny and sharp meditation on garbage -- ""the stuff that our modern, consumerist, carbon-powered culture makes us buy endlessly, and often for no reason"" -- she shares thoughts on how to use less in a world that's choking on ever-larger piles of waste.";2;
66869;If trees could speak;"How do we tell stories of humanity and nature at a time when our planet is burning? Novelist Elif Shafak invites us to listen to the trees, whose experience of time, stillness and impermanence is utterly different from our own. ""Hidden inside [their] story is the past and the future of humanity,"" she says.";2;
66841;Kids are speaking up for the environment. Let's listen;Known for big, attention-grabbing installations -- like his four towering waterfalls in New York's East River -- Olafur Eliasson has scaled down his latest project, Earth Speakr: an art platform for kids designed to spur budding climate activists to lead discussions on nature, conservation, pollution and more.;2;
66941;"""Luna Negra"" / ""Carita de Inocente"" / ""Coraz«¸n Sin Cara"" / ""Darte un Beso""";"""Climate change is the defining issue of our time. History is defined by moments when people rise up and cause change. The decisions we make as individuals add to this collective forward motion,"" says Latin music superstar Prince Royce. He suggests a few ways everyday citizens can contribute to a greener world -- and performs a sultry medley of some of his fan-favorite hits.";2;
67172;"The state of the climate crisis	in 2020";"With the 2015 Paris Climate Agreement, 197 countries agreed to set emission targets that would limit global temperature rise 1.5 degrees Celsius by capping greenhouse emissions at ""net-zero"" -- or absorbing as much carbon as they emit -- by 2050. So far, only two countries (Gambia and Morocco) are hitting their targets, while the biggest emitters are falling flat, or ignoring their goals entirely. How can we hold these countries accountable? Enter the Climate Action Tracker. (Updated September 2020)";2;
67239;What is net-zero?;A brief answer to one of the key questions about climate change: What is net-zero? (Written by Myles Allen, David Biello and George Zaidan);2;
67238;Why is the world warming up?;A brief answer to one of the key questions about climate change: Why is the world warming up? (Written by Myles Allen, David Biello and George Zaidan);2;
66944;How Ikea is growing its business while shrinking emissions;IKEA currently makes up 0.1 percent of all global carbon emissions -- but by 2030, they're planning to be carbon negative across their business. Discussing new thinking about the lifespan of their products, from the forest to the landfill, Jesper Brodin and Pia Heidenmark Cook of Ingka Group (IKEA) share their company's steps towards sustainably sourcing materials like cotton and wood and redesigning products to extend their use without compromising on quality or affordability. (Narrated by Rosa Howard);2;
53502;A game that lets you decide how to tackle the climate crisis;"If you were the most powerful person in your country, how would you tackle climate change? The UN is rolling out a massive global survey and idea search on climate issues in the form of an online game. In ""Mission 1.5,"" you play head of state and choose the best path for your country to meet the goals of the Paris Agreement -- and help inform real-world national leaders about how to take on climate change.";2;
67293;The life unfolding inside your cells, revealed in 3D;To understand how life works, you need to watch it in action, says bioimaging scientist Gokul Upadhyayula. Taking us down to the cellular level, he shares the work behind cutting-edge microscopes that capture and record, in three dimensions, the complex behaviors of living organisms -- from infecting cancer cells to crawling immune cells -- and what they're revealing about the dynamics of biology. Watch life unfold before your eyes with the incredible visuals in this talk.;2;
67208;What causes panic attacks, and how can you prevent them?;Countless poets and writers have tried to put words to the experience of a panic attackÉ?? a sensation so overwhelming, many people mistake it for a heart attack, stroke, or other life-threatening crisis. Studies suggest that almost a third of us will experience at least one panic attack in our lives. So what exactly is a panic attack, and can we prevent them? Cindy J. Aaronson investigates. [Directed by Aim Creative Studios, narrated by Bethany Cutmore-Scott, music by Andr«∏ Aires].;2;
67046;Civilization on the Moon -- and what it means for life on Earth;We could realistically see people starting to live and work on the Moon in the next decade -- and how we do it matters, says space policy researcher Jessy Kate Schingler. In this fascinating talk, she discusses the critical issues that arise when we consider civilization in outer space -- such as governance, property rights and resource management -- and shows how the Moon can be a template for solving our biggest challenges here on Earth.;2;
66921;What kids can teach adults about asking for help;Do you need some help? It's OK to ask, says YeYoon Kim, a former kindergarten teacher who learned from her students how powerful and courageous it can be to reach out for support. Sharing the story of one of the most difficult periods in her life, Kim explores the happiness and joy that can come from leaning on those you love in times of need -- and encourages the rest of us to start asking for help more often.;2;13
67083;"Who owns the ""wilderness""?";In 1903, US President Theodore Roosevelt took a camping trip in California's Yosemite Valley with conservationist John Muir. Roosevelt famously loved the outdoors, but Muir had invited him for more than just camping: Yosemite was in danger. It was part of a struggle to set aside land for both preservation and public use. Elyse Cox details the delicate balancing act of creating a national park. [Directed by Boniato Studio, narrated by Alexandra Panzer, music by In«∏s Mir«≠s Vieites].;2;
66987;The myth of the stolen eyeballs;Deep in the Amazon rainforest in the river Nea'ocoy«≠ lived a school of particularly big and tasty fish. When the rains came and the water rose the fish appeared, and swam away as the waters fell. Villagers along the river followed them to a lagoon and set up camp. But their young shaman soon sensed they might not be completely alone. Nathan D. Horowitz details the Siekopai myth of the air goblins. [Directed by Yijia Cao & Mohammad Babakoohi, narrated by Jack Cutmore-Scott].;2;
66923;An illustrated kingdom of real, fantastical plants;Botanical artist Nirupa Rao captures the spirit and beauty of nature in watercolor. With a portfolio of enchanting, scientifically accurate illustrations, she aims to reignite our emotional connection to the environment -- and open our eyes to an entire kingdom hidden in plain sight.;2;
66800;Racism thrives on silence -- speak up!;Racism thrives on your silence and apathy, says human rights lawyer Dexter Dias. Telling the story of a harrowing UK court case that spotlights the corrosive effects of injustice, Dias urges us all to speak out and expose toxic myths about race -- in order to allow hope, change and justice to flourish.;2;
66924;The surprising effects of pregnancy;Muscles and joints shift and jostle. The heart's pounding rhythm speeds up. Blood roars through arteries and veins. Over the course of a pregnancy, every organ in the body changes. Initiated by a range of hormones, these changes begin as soon as a pregnancy begins. Explore what we knowÉ?? and don't knowÉ?? about pregnancy's effects on the body and brain. [Directed by Roxane Campoy and Charlotte Cambon, narrated by Susan Zimmerman, music by Flavien Van Haezevelde / Studio Bloom].;2;
66238;The neuroscience of psychedelic drugs, music and nostalgia;How do music and psychedelics impact your brain? Neuroscientist Frederick Streeter Barrett discusses the specific neural regions activated when you listen to music and undergo the effects of psychedelic drugs like LSD or psilocybin (magic mushrooms). Learn about his research on how these experiences, when paired with the right conditions, may support emotional growth and healing from mood disorders such as depression and anxiety.;2;
66762;The lie that invented racism;"To understand and eradicate racist thinking, start at the beginning. That's what journalist and documentarian John Biewen did, leading to a trove of surprising and thought-provoking information on the ""origins"" of race. He shares his findings, supplying answers to fundamental questions about racism -- and lays out an exemplary path for practicing effective allyship.";2;
66819;The problem with the U.S. bail system;Since 2000, the annual number of people convicted of crimes in the United States has stayed steady, but the average number of people in jail each year has shot up. How can that be? The answer lies in the bail systemÉ?? which isn't doing what it was intended to do. Camilo Ramirez details how the cash bail system disproportionally hurts people in low-income communities and communities of color. [Directed by Patrick Smith, narrated by Addison Anderson]. ;2;
66820;A global movement to solve global problems;We need to think beyond national borders to solve global problems, says activist Colombe Cahen-Salvador. Reimagining the world's fractured systems of governance and calling out their ineffective responses to major issues -- from the coronavirus pandemic to climate change and human rights -- she introduces Atlas, a movement unifying people to create a truly democratic world.;2;
66870;Performing brain surgery without a scalpel;Every year, tens of thousands of people have brain surgery without a single incision: there's no scalpel, no operating table, and the patient loses no blood. Instead, this procedure uses a machine that emits invisible beams of light at a precise target inside the brain. So how exactly does this treatment work? And what does it do to the tumors it targets? Hyunsoo Joshua No explains radiosurgery. [Directed by Hype CG, narrated by Addison Anderson, music by Gabriel Maia].;2;
66872;The ancient, earth-friendly wisdom of Mongolian nomads;There's a lot we can learn from Mongolian nomads about how to survive in the years to come, says environmental activist Khulan Batkhuyag. Taking us on a journey through the country's stunning rural landscape, she shows how Mongolian nomads have survived in remote areas for thousands of years by virtue of some truly incredible, earth-friendly, zero-waste innovations. There's wisdom here for all of us on how to live more minimally, sustainably and in harmony with Mother Nature.;2;13
65444;"""Taranta"" / ""Calblanque""	";"Flamenco guitarist Antonio Mu«Òoz Fern«≠ndez shares the sounds of southern Spain, first with a virtuosic∂ˇsolo performance of ""Taranta,"" and then joined by Antonio Fern«≠ndez Wyto on percussion for a festive,∂ˇrhythmic∂ˇ""buler«a"" called ""Calblanque.""";2;
65189;How humanity can reach the stars;Could we exit our solar system, and enter another? Astrophysicist Philip Lubin discusses the awesome potential of using lasers to propel small spacecraft, enabling humanity's first interstellar missions. Learn how this transformative technology could help us reach Proxima Centauri, the nearest star to our own -- and fundamentally alter our understanding of the universe along the way.;2;
66366;The World Machine | Think Like A Coder, Ep 10;"This is episode 10 of our animated series ""Think Like A Coder."" This 10-episode narrative follows a girl, Ethic, and her robot companion, Hedge, as they attempt to save the world. The two embark on a quest to collect three artifacts and must solve their way through a series of programming puzzles. [Directed by Kozmonot Animation Studio, narrated by Addison Anderson].";2;
66725;Why we must confront the painful parts of US history;To move forward in the United States, we must look back and confront the difficult history that has shaped widespread injustice. Revisiting a significant yet overlooked piece of the past, Hasan Kwame Jeffries emphasizes the need to weave historical context, no matter how painful, into our understanding of modern society -- so we can disrupt the continuum of inequality massively affecting marginalized communities.;2;
66681;3 secrets to Netflix's success;What does it take to cultivate a culture of innovation and reinvention at work? Tracing his journey from math teacher to honesty-seeking executive, Netflix co-CEO Reed Hastings describes three key elements of a successful work culture, sharing how to design a company around inspiration, creativity and candor. (This discussion, hosted by head of TED Chris Anderson, was recorded September 4, 2020.);2;
66719;Is human evolution speeding up or slowing down?;In the past 3,000 years, many populations have evolved genetic adaptations to their local environments. People in Siberia and the high arctic are uniquely adapted to survive extreme cold. The Bajau people can dive 70 meters and stay underwater for almost 15 minutes. So what are other recent changes? And will our technological innovations impact our evolution? Laurence Hurst investigates. [Directed by Philip Piaget & Rikke Planeta, narrated by Jack Cutmore-Scott, music by Andr«∏ Aires].;2;
66614;The psychological traits that shape your political beliefs;Social psychologist Dannagal G. Young breaks down the link between our psychology and politics, showing how personality types largely fall into people who prioritize openness and flexibility (liberals) and those who prefer order and certainty (conservatives). Hear why both sets of traits are crucial to any society -- and how our differences are being dangerously exploited to divide us. What if things weren't that way?;2;
66642;Is life meaningless? And other absurd questions;Albert Camus grew up surrounded by violence. His homeland of Algeria was mired in conflict. He lost his father in World War I. Seeing World War II's devastation, Camus grew despondent. What was the meaning behind all this endless bloodshed and suffering? And if the world was meaningless, could our individual lives still hold value? Nina Medvinskaya explores Camus' philosophy of the absurd. [Directed by Avi Ofer, narrated by Bethany Cutmore-Scott, music by Stephen LaRosa].;2;
66626;"""Jabberwocky"": One of literature's best bits of nonsense";"As Alice wanders through the dreamscape of Looking-Glass Land in Lewis Carroll's ""Through the Looking-Glass, and What Alice Found There,"" she happens across a book written in an unintelligible language. Inside, she discovers an epic poem filled with nonsense, fearsome creatures, and whimsical language. Dive into Carroll's legendary poem, ""Jabberwocky"" and see if you can make sense of the nonsense. [Directed by Sjaak Rood, narrated by Jack Cutmore-Scott, music by Mark Nieuwenhuis].";2;
65429;If you adults won't save the world, we will;"In a deeply moving letter to her grandmother, Xiye Bastida reflects on what led her to become a leading voice for global climate activism -- from mobilizing school climate strikes to speaking at the United Nations Climate Summit alongside Greta Thunberg -- and traces her resolve, resilience and profound love of the earth to the values passed down to her. ""Thank you for inviting me to love the world since the moment I was born,"" she says.";2;
65446;"""The Muse"" / ""Spring Song""";"With grace and energy, musicians (and siblings) Sheku Kanneh-Mason and Isata Kanneh-Mason perform a dazzling arrangement of ""The Muse"" by Russian composer Sergei Rachmaninov for cello and piano, followed by ""Spring Song"" by British composer Frank Bridge.";2;
66711;Kid Cudi goes back to high school É?? and shares what he's learned;"""Music was my Plan G,"" says Scott Mescudi, actor and the Grammy-winning rapper known as Kid Cudi. ""It wasn't like I didn't try everything else. I tried everything else."" Returning to his high school, he explains how he found success as an artist through a combination of hard work, determination and blocking out the haters. ""There's no difference from me and you. I just really wanted this s***. And I wanted it bad.""";2;
66136;What role does luck play in your life?;Chance plays a far bigger role in life than we're willing to admit, says psychologist Barry Schwartz. Of course, working hard and following the rules can get you far -- but the rest could boil down to simple good fortune. Schwartz examines the overlooked link between luck, merit and success, offering an intriguing solution to equalize opportunity -- starting with college admissions.;2;
66344;Why do we blame individuals for economic crises?;In 2008, the global financial crisis decimated Latvia. As unemployment skyrocketed, the government slashed public funding and raised taxes, while providing relief to the wealthy and large businesses -- all without backlash or protest from struggling citizens. Sociologist Liene Ozoliè?a examines how Latvian officials convinced their people to accept responsibility for the country's failing economy -- and highlights the rise of similar social policies upholding inequality worldwide.;2;
66505;A day in the life of an ancient Greek architect;The year is 432 BCE. As dawn breaks over Athens, Pheidias is already late for work. He is the chief builder for the Parthenon É?? Athens' newest and largest templeÉ?? and when he arrives onsite, city officials accuse him of embezzling gold from the temple's sacred central statue. He has until sundown to prove his innocence or face the courts. Mark Robinson outlines a day in the life of a Greek architect. [Directed by Hana Tintor & Laura Martinovié?, narrated by Addison Anderson, music by Jure Buljevié?]. ;2;
65392;You shouldn't have to choose between filling your prescriptions and paying bills;As prescription drug costs skyrocket in the US, thousands of people are forced to forgo lifesaving medications -- all while manufacturers and health care facilities systematically destroy perfectly good, surplus pills. Kiah Williams shares how SIRUM -- a nonprofit that delivers unused medications to families who need them most -- plans to drive down prescription prices by recycling almost a billion dollars' worth of medications in the next five years. (This ambitious plan is a part of the Audacious Project, TED's initiative to inspire and fund global change.);2;
64732;The Japanese folktale of the selfish scholar;"In ancient Kyoto, a Shinto scholar found himself distracted from his prayers and sought to perform a purification ritual that would cleanse him. He decided to travel to the revered Hie Shrine; walking the path alone, ignoring any distractions in his quest for balance, and never straying. But setting out for home one day, he hears desperate pleas for help. Iseult Gillespie shares the tale of mercy. [Directed by Amir Houshang Moein, narrated by Jack Cutmore-Scott].";2;
66455;The psychology of inequality and political division;"""If we want to fix our politics, we have to do something about inequality,"" says social psychologist Keith Payne. Showing how economic inequality changes the way people see and behave towards one another, Payne helps explain the rise of the political polarization that's slicing up society -- and challenges us to think twice the next time we dismiss someone for the sake of politics.";2;
65193;"""Distance"" / ""Sides""";"From her home in New York City, pop-soul singer Emily King fingerpicks two gorgeous original songs, ""Distance"" and ""Sides.""";2;
65393;How to win an argument (at the US Supreme Court, or anywhere);"The secret to winning an argument isn't grand rhetoric or elegant style, says US Supreme Court litigator Neal Katyal -- it takes more than that. With stories of some of the most impactful cases he's argued before the Court, Katyal shows why the key to crafting a persuasive and successful argument lies in human connection, empathy and faith in the power of your ideas. ""The question is not how to win every argument,"" he says. ""It's how to get back up when you do lose.""";2;
66401;A lesson in turning adversaries into allies;When you're on opposite sides of an issue, how do you broker peace with your adversaries and work together to solve a problem? Follow along as animal rights activist Leah Garc«∏s recounts three lessons she learned in hatching an ambitious plan to end chicken factory farming with the last person she expected: a chicken farmer.;2;
65394;What it takes to make change;"What can you do to build a better world? Sharing stories from her pioneering career dedicated to tackling poverty, Jacqueline Novogratz offers three principles to spark and sustain a moral revolution. Learn how you can commit (or recommit) to creating big, positive change in your lifetime -- and give back more to the world than you take from it. ""It is in the darkest times that we have the chance to find our deepest beauty,"" Novogratz says.";2;
